HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,WA (NR),WA (R),Short Description
E2632,RR,KU,D,IN,23.96,20.37,20.37,0,Offset/lat rocker arm w/ela
E2632,UE,,D,IN,0,0,151.94,152.69,Offset/lat rocker arm w/ela
E2632,UE,KU,D,IN,179.63,152.69,152.69,0,Offset/lat rocker arm w/ela
E2633,NU,,D,IN,0,0,169.54,196.46,Mobile arm support supinator
E2633,NU,KU,D,IN,203.15,172.68,203.15,0,Mobile arm support supinator
E2633,RR,,D,IN,0,0,16.95,19.65,Mobile arm support supinator
E2633,RR,KU,D,IN,20.33,17.28,20.33,0,Mobile arm support supinator
E2633,UE,,D,IN,0,0,127.15,147.35,Mobile arm support supinator
E2633,UE,KU,D,IN,152.39,129.53,152.39,0,Mobile arm support supinator
E3000,RR,,D,CR,244.84,208.11,244.84,0,Speech volume modulation sys
E3200,RR,,D,CR,1178.66,1001.86,1178.66,0,Gait mod systm rhym auditory
K0001,RR,,D,CR,0,0,27.96,53.64,Standard wheelchair
K0002,RR,,D,CR,0,0,54.14,76.63,Stnd hemi (low seat) whlchr
K0003,RR,,D,CR,0,0,41.97,87.36,Lightweight wheelchair
K0004,RR,,D,CR,0,0,51.77,124.2,High strength ltwt whlchr
K0005,NU,,D,IN,2634.76,2239.55,2634.76,0,Ultralightweight wheelchair
K0005,RR,,D,IN,263.45,223.93,263.45,0,Ultralightweight wheelchair
K0005,UE,,D,IN,1976.01,1679.61,1976.01,0,Ultralightweight wheelchair
K0006,RR,,D,CR,0,0,82.67,132.37,Heavy duty wheelchair
K0007,RR,,D,CR,0,0,115.15,187.58,Extra heavy duty wheelchair
K0009,RR,,D,CR,105.95,90.06,105.95,0,Other manual wheelchair/base
K0010,RR,,D,CR,607.09,516.03,607.09,0,Stnd wt frame power whlchr
K0011,RR,,D,CR,0,0,730.07,0,Stnd wt pwr whlchr w control
K0011,RR,KF,D,CR,0,0,810.53,0,Stnd wt pwr whlchr w control
K0012,RR,,D,CR,463.05,393.59,463.05,0,Ltwt portbl power whlchr
K0015,RR,,D,CR,0,0,17.24,20.48,Detach non-adj ht armrst rep
K0015,RR,KE,D,CR,0,0,0,22.07,Detach non-adj ht armrst rep
K0015,RR,KU,D,CR,22.32,18.97,21.93,0,Detach non-adj ht armrst rep
K0017,NU,,D,IN,0,0,59,60.88,Detach adjust armrest base
K0017,NU,KE,D,IN,0,0,0,65.44,Detach adjust armrest base
K0017,NU,KU,D,IN,62.76,53.35,62.76,0,Detach adjust armrest base
K0017,RR,,D,IN,0,0,5.9,6.09,Detach adjust armrest base
K0017,RR,KE,D,IN,0,0,0,6.54,Detach adjust armrest base
K0017,RR,KU,D,IN,6.26,5.32,6.26,0,Detach adjust armrest base
K0017,UE,,D,IN,0,0,44.25,45.67,Detach adjust armrest base
K0017,UE,KE,D,IN,0,0,0,49.08,Detach adjust armrest base
K0017,UE,KU,D,IN,47.08,40.02,47.08,0,Detach adjust armrest base
K0018,NU,,D,IN,0,0,33.35,34.21,Detach adjust armrst upper
K0018,NU,KE,D,IN,0,0,0,36.75,Detach adjust armrst upper
K0018,NU,KU,D,IN,35.07,29.81,35.07,0,Detach adjust armrst upper
K0018,RR,,D,IN,0,0,3.34,3.41,Detach adjust armrst upper
K0018,RR,KE,D,IN,0,0,0,3.67,Detach adjust armrst upper
K0018,RR,KU,D,IN,3.51,2.98,3.51,0,Detach adjust armrst upper
K0018,UE,,D,IN,0,0,25.02,25.66,Detach adjust armrst upper
K0018,UE,KE,D,IN,0,0,0,27.57,Detach adjust armrst upper
K0018,UE,KU,D,IN,26.32,22.37,26.32,0,Detach adjust armrst upper
K0019,NU,,D,IN,0,0,16.06,19.5,"Arm pad repl, each"
K0019,NU,KE,D,IN,0,0,0,21.03,"Arm pad repl, each"
K0019,NU,KU,D,IN,21.13,17.96,21.13,0,"Arm pad repl, each"
K0019,RR,,D,IN,0,0,1.61,1.95,"Arm pad repl, each"
K0019,RR,KE,D,IN,0,0,0,2.1,"Arm pad repl, each"
K0019,RR,KU,D,IN,2.12,1.8,2.12,0,"Arm pad repl, each"
K0019,UE,,D,IN,0,0,12.05,14.63,"Arm pad repl, each"
K0019,UE,KE,D,IN,0,0,0,15.78,"Arm pad repl, each"
K0019,UE,KU,D,IN,15.91,13.52,15.91,0,"Arm pad repl, each"
K0020,NU,,D,IN,0,0,57.07,57.07,Fixed adjust armrest pair
K0020,NU,KE,D,IN,0,0,0,61.57,Fixed adjust armrest pair
K0020,NU,KU,D,IN,57.06,48.5,57.06,0,Fixed adjust armrest pair
K0020,RR,,D,IN,0,0,5.71,5.71,Fixed adjust armrest pair
K0020,RR,KE,D,IN,0,0,0,6.16,Fixed adjust armrest pair
K0020,RR,KU,D,IN,5.71,4.85,5.71,0,Fixed adjust armrest pair
K0020,UE,,D,IN,0,0,42.79,42.79,Fixed adjust armrest pair
K0020,UE,KE,D,IN,0,0,0,46.17,Fixed adjust armrest pair
K0020,UE,KU,D,IN,42.8,36.38,42.8,0,Fixed adjust armrest pair
K0037,NU,,D,IN,0,0,55.51,57.33,Hi mount flip-up footrest ea
K0037,NU,KE,D,IN,0,0,0,61.62,Hi mount flip-up footrest ea
K0037,NU,KU,D,IN,59.16,50.29,59.16,0,Hi mount flip-up footrest ea
K0037,RR,,D,IN,0,0,5.28,5.28,Hi mount flip-up footrest ea
K0037,RR,KE,D,IN,0,0,0,5.69,Hi mount flip-up footrest ea
K0037,RR,KU,D,IN,5.28,4.49,5.28,0,Hi mount flip-up footrest ea
K0037,UE,,D,IN,0,0,41.64,43.01,Hi mount flip-up footrest ea
K0037,UE,KE,D,IN,0,0,0,46.23,Hi mount flip-up footrest ea
K0037,UE,KU,D,IN,44.38,37.72,44.38,0,Hi mount flip-up footrest ea
K0038,NU,,D,IN,0,0,29.49,29.65,Leg strap each
K0038,NU,KE,D,IN,0,0,0,31.81,Leg strap each
K0038,NU,KU,D,IN,29.82,25.35,29.82,0,Leg strap each
K0038,RR,,D,IN,0,0,2.95,2.96,Leg strap each
K0038,RR,KE,D,IN,0,0,0,3.18,Leg strap each
K0038,RR,KU,D,IN,2.97,2.52,2.97,0,Leg strap each
K0038,UE,,D,IN,0,0,22.12,22.23,Leg strap each
K0038,UE,KE,D,IN,0,0,0,23.85,Leg strap each
K0038,UE,KU,D,IN,22.34,18.99,22.34,0,Leg strap each
K0039,NU,,D,IN,0,0,63.32,64.75,Leg strap h style each
K0039,NU,KE,D,IN,0,0,0,69.54,Leg strap h style each
K0039,NU,KU,D,IN,66.18,56.25,66.18,0,Leg strap h style each
K0039,RR,,D,IN,0,0,6.33,6.49,Leg strap h style each
K0039,RR,KE,D,IN,0,0,0,6.97,Leg strap h style each
K0039,RR,KU,D,IN,6.66,5.66,6.66,0,Leg strap h style each
K0039,UE,,D,IN,0,0,47.49,48.56,Leg strap h style each
K0039,UE,KE,D,IN,0,0,0,52.16,Leg strap h style each
K0039,UE,KU,D,IN,49.64,42.19,49.64,0,Leg strap h style each
K0040,NU,,D,IN,0,0,64.17,81.02,Adjustable angle footplate
K0040,NU,KE,D,IN,0,0,0,87.67,Adjustable angle footplate
K0040,NU,KU,D,IN,91.74,77.98,91.74,0,Adjustable angle footplate
K0040,RR,,D,IN,0,0,6.42,8.09,Adjustable angle footplate
K0040,RR,KE,D,IN,0,0,0,8.76,Adjustable angle footplate
K0040,RR,KU,D,IN,9.15,7.78,9.15,0,Adjustable angle footplate
K0040,UE,,D,IN,0,0,48.13,60.74,Adjustable angle footplate
K0040,UE,KE,D,IN,0,0,0,65.73,Adjustable angle footplate
K0040,UE,KU,D,IN,68.75,58.44,68.75,0,Adjustable angle footplate
K0041,NU,,D,IN,0,0,60.51,62.75,Large size footplate each
K0041,NU,KE,D,IN,0,0,0,67.46,Large size footplate each
K0041,NU,KU,D,IN,64.99,55.24,64.99,0,Large size footplate each
K0041,RR,,D,IN,0,0,6.05,6.3,Large size footplate each
K0041,RR,KE,D,IN,0,0,0,6.78,Large size footplate each
K0041,RR,KU,D,IN,6.56,5.58,6.56,0,Large size footplate each
K0041,UE,,D,IN,0,0,45.38,47.06,Large size footplate each
K0041,UE,KE,D,IN,0,0,0,50.59,Large size footplate each
K0041,UE,KU,D,IN,48.74,41.43,48.74,0,Large size footplate each
K0042,NU,,D,IN,0,0,38.04,38.04,Standard size ftplate rep ea
K0042,NU,KE,D,IN,0,0,0,41.04,Standard size ftplate rep ea
K0042,NU,KU,D,IN,44.75,38.04,38.04,0,Standard size ftplate rep ea
K0042,RR,,D,IN,0,0,3.8,3.8,Standard size ftplate rep ea
K0042,RR,KE,D,IN,0,0,0,4.1,Standard size ftplate rep ea
K0042,RR,KU,D,IN,4.47,3.8,3.8,0,Standard size ftplate rep ea
K0042,UE,,D,IN,0,0,28.52,28.52,Standard size ftplate rep ea
K0042,UE,KE,D,IN,0,0,0,30.77,Standard size ftplate rep ea
K0042,UE,KU,D,IN,33.55,28.52,28.52,0,Standard size ftplate rep ea
K0043,NU,,D,IN,0,0,23.97,23.97,Ftrst lowr exten tube rep ea
K0043,NU,KE,D,IN,0,0,0,25.72,Ftrst lowr exten tube rep ea
K0043,NU,KU,D,IN,23.98,20.38,23.98,0,Ftrst lowr exten tube rep ea
K0043,RR,,D,IN,0,0,2.39,2.39,Ftrst lowr exten tube rep ea
K0043,RR,KE,D,IN,0,0,0,2.57,Ftrst lowr exten tube rep ea
K0043,RR,KU,D,IN,2.38,2.02,2.38,0,Ftrst lowr exten tube rep ea
K0043,UE,,D,IN,0,0,17.99,18.01,Ftrst lowr exten tube rep ea
K0043,UE,KE,D,IN,0,0,0,19.32,Ftrst lowr exten tube rep ea
K0043,UE,KU,D,IN,18.02,15.32,18.02,0,Ftrst lowr exten tube rep ea
K0044,NU,,D,IN,0,0,20.44,20.44,Ftrst upr hanger brac rep ea
K0044,NU,KE,D,IN,0,0,0,22.05,Ftrst upr hanger brac rep ea
K0044,NU,KU,D,IN,20.45,17.38,20.45,0,Ftrst upr hanger brac rep ea
K0044,RR,,D,IN,0,0,2.05,2.05,Ftrst upr hanger brac rep ea
K0044,RR,KE,D,IN,0,0,0,2.22,Ftrst upr hanger brac rep ea
K0044,RR,KU,D,IN,2.05,1.74,2.05,0,Ftrst upr hanger brac rep ea
K0044,UE,,D,IN,0,0,15.33,15.33,Ftrst upr hanger brac rep ea
K0044,UE,KE,D,IN,0,0,0,16.54,Ftrst upr hanger brac rep ea
K0044,UE,KU,D,IN,15.31,13.01,15.31,0,Ftrst upr hanger brac rep ea
K0045,NU,,D,IN,0,0,60.67,60.67,Ftrst compl assembly repl ea
K0045,NU,KE,D,IN,0,0,0,65.45,Ftrst compl assembly repl ea
K0045,NU,KU,D,IN,69.55,59.12,60.66,0,Ftrst compl assembly repl ea
K0045,RR,,D,IN,0,0,6.87,7.02,Ftrst compl assembly repl ea
K0045,RR,KE,D,IN,0,0,0,7.54,Ftrst compl assembly repl ea
K0045,RR,KU,D,IN,7.16,6.09,7.16,0,Ftrst compl assembly repl ea
K0045,UE,,D,IN,0,0,45.46,45.46,Ftrst compl assembly repl ea
K0045,UE,KE,D,IN,0,0,0,49.05,Ftrst compl assembly repl ea
K0045,UE,KU,D,IN,52.18,44.35,45.46,0,Ftrst compl assembly repl ea
K0046,NU,,D,IN,0,0,23.97,23.97,Elev lgrst lwr exten repl ea
K0046,NU,KE,D,IN,0,0,0,25.8,Elev lgrst lwr exten repl ea
K0046,NU,KU,D,IN,23.98,20.38,23.98,0,Elev lgrst lwr exten repl ea
K0046,RR,,D,IN,0,0,2.39,2.39,Elev lgrst lwr exten repl ea
K0046,RR,KE,D,IN,0,0,0,2.58,Elev lgrst lwr exten repl ea
K0046,RR,KU,D,IN,2.38,2.02,2.38,0,Elev lgrst lwr exten repl ea
K0046,UE,,D,IN,0,0,18.03,18.03,Elev lgrst lwr exten repl ea
K0046,UE,KE,D,IN,0,0,0,19.38,Elev lgrst lwr exten repl ea
K0046,UE,KU,D,IN,18.02,15.32,18.02,0,Elev lgrst lwr exten repl ea
K0047,NU,,D,IN,0,0,85.33,89.63,Elev legrst upr hangr rep ea
K0047,NU,KE,D,IN,0,0,0,96.44,Elev legrst upr hangr rep ea
K0047,NU,KU,D,IN,93.94,79.85,93.94,0,Elev legrst upr hangr rep ea
K0047,RR,,D,IN,0,0,8.53,8.98,Elev legrst upr hangr rep ea
K0047,RR,KE,D,IN,0,0,0,9.66,Elev legrst upr hangr rep ea
K0047,RR,KU,D,IN,9.42,8.01,9.42,0,Elev legrst upr hangr rep ea
K0047,UE,,D,IN,0,0,64,67.21,Elev legrst upr hangr rep ea
K0047,UE,KE,D,IN,0,0,0,72.32,Elev legrst upr hangr rep ea
K0047,UE,KU,D,IN,70.42,59.86,70.42,0,Elev legrst upr hangr rep ea
K0050,NU,,D,IN,0,0,39.59,39.75,Ratchet assembly replacement
K0050,NU,KE,D,IN,0,0,0,42.65,Ratchet assembly replacement
K0050,NU,KU,D,IN,39.93,33.94,39.93,0,Ratchet assembly replacement
K0050,RR,,D,IN,0,0,3.96,3.97,Ratchet assembly replacement
K0050,RR,KE,D,IN,0,0,0,4.26,Ratchet assembly replacement
K0050,RR,KU,D,IN,3.99,3.39,3.99,0,Ratchet assembly replacement
K0050,UE,,D,IN,0,0,29.69,29.82,Ratchet assembly replacement
K0050,UE,KE,D,IN,0,0,0,32,Ratchet assembly replacement
K0050,UE,KU,D,IN,29.97,25.47,29.97,0,Ratchet assembly replacement
K0051,NU,,D,IN,0,0,62.63,63.62,Cam rel asm ft/legrst rep ea
K0051,NU,KE,D,IN,0,0,0,68.3,Cam rel asm ft/legrst rep ea
K0051,NU,KU,D,IN,64.62,54.93,64.62,0,Cam rel asm ft/legrst rep ea
K0051,RR,,D,IN,0,0,6.26,6.38,Cam rel asm ft/legrst rep ea
K0051,RR,KE,D,IN,0,0,0,6.85,Cam rel asm ft/legrst rep ea
K0051,RR,KU,D,IN,6.52,5.54,6.52,0,Cam rel asm ft/legrst rep ea
K0051,UE,,D,IN,0,0,46.97,47.71,Cam rel asm ft/legrst rep ea
K0051,UE,KE,D,IN,0,0,0,51.22,Cam rel asm ft/legrst rep ea
K0051,UE,KU,D,IN,48.45,41.18,48.45,0,Cam rel asm ft/legrst rep ea
K0052,NU,,D,IN,0,0,83.75,104.37,Swingaway detach ftrest repl
K0052,NU,KE,D,IN,0,0,0,112.6,Swingaway detach ftrest repl
K0052,NU,KU,D,IN,113.58,96.54,113.58,0,Swingaway detach ftrest repl
K0052,RR,,D,IN,0,0,8.38,10.43,Swingaway detach ftrest repl
K0052,RR,KE,D,IN,0,0,0,11.26,Swingaway detach ftrest repl
K0052,RR,KU,D,IN,11.35,9.65,11.35,0,Swingaway detach ftrest repl
K0052,UE,,D,IN,0,0,62.82,78.26,Swingaway detach ftrest repl
K0052,UE,KE,D,IN,0,0,0,84.44,Swingaway detach ftrest repl
K0052,UE,KU,D,IN,85.15,72.38,85.15,0,Swingaway detach ftrest repl
K0053,NU,,D,IN,0,0,98.38,119.31,Elevate footrest articulate
K0053,NU,KE,D,IN,0,0,0,128.4,Elevate footrest articulate
K0053,NU,KU,D,IN,125.31,106.51,125.31,0,Elevate footrest articulate
K0053,RR,,D,IN,0,0,9.84,11.93,Elevate footrest articulate
K0053,RR,KE,D,IN,0,0,0,12.83,Elevate footrest articulate
K0053,RR,KU,D,IN,12.53,10.65,12.53,0,Elevate footrest articulate
K0053,UE,,D,IN,0,0,73.78,89.48,Elevate footrest articulate
K0053,UE,KE,D,IN,0,0,0,96.3,Elevate footrest articulate
K0053,UE,KU,D,IN,93.97,79.87,93.97,0,Elevate footrest articulate
K0056,NU,,D,IN,0,0,110.04,129.78,Seat ht <17 or >=21 ltwt wc
K0056,NU,KU,D,IN,135.54,115.21,133.23,0,Seat ht <17 or >=21 ltwt wc
K0056,RR,,D,IN,0,0,11.01,12.99,Seat ht <17 or >=21 ltwt wc
K0056,RR,KU,D,IN,13.57,11.53,13.34,0,Seat ht <17 or >=21 ltwt wc
K0056,UE,,D,IN,0,0,82.54,97.36,Seat ht <17 or >=21 ltwt wc
K0056,UE,KU,D,IN,101.68,86.43,100,0,Seat ht <17 or >=21 ltwt wc
K0065,NU,,D,IN,0,0,53.41,63.09,Spoke protectors
K0065,NU,KU,D,IN,63.34,53.84,63.34,0,Spoke protectors
K0065,RR,,D,IN,0,0,5.34,6.31,Spoke protectors
K0065,RR,KU,D,IN,6.33,5.38,6.33,0,Spoke protectors
K0065,UE,,D,IN,0,0,40.06,47.32,Spoke protectors
K0065,UE,KU,D,IN,47.52,40.39,47.52,0,Spoke protectors
K0069,NU,,D,IN,0,0,110.8,133.47,Rr whl compl sol tire rep ea
K0069,NU,KU,D,IN,142.42,121.06,139.97,0,Rr whl compl sol tire rep ea
K0069,RR,,D,IN,0,0,11.08,13.36,Rr whl compl sol tire rep ea
K0069,RR,KU,D,IN,14.83,12.61,14.01,0,Rr whl compl sol tire rep ea
K0069,UE,,D,IN,0,0,83.1,100.11,Rr whl compl sol tire rep ea
K0069,UE,KU,D,IN,106.8,90.78,104.98,0,Rr whl compl sol tire rep ea
K0070,RR,,D,CR,0,0,18.71,23.47,Rr whl compl pne tire rep ea
K0070,RR,KU,D,CR,26.11,22.19,25.68,0,Rr whl compl pne tire rep ea
K0071,NU,,D,IN,0,0,125.83,151.06,Fr cstr comp pne tire rep ea
K0071,NU,KU,D,IN,155.7,132.35,155.7,0,Fr cstr comp pne tire rep ea
K0071,RR,,D,IN,0,0,12.58,15.12,Fr cstr comp pne tire rep ea
K0071,RR,KU,D,IN,15.58,13.24,15.58,0,Fr cstr comp pne tire rep ea
K0071,UE,,D,IN,0,0,94.38,113.28,Fr cstr comp pne tire rep ea
K0071,UE,KU,D,IN,116.73,99.22,116.73,0,Fr cstr comp pne tire rep ea
K0072,NU,,D,IN,0,0,78.14,86.6,Fr cstr semi-pne tire rep ea
K0072,NU,KU,D,IN,93.72,79.66,86.6,0,Fr cstr semi-pne tire rep ea
K0072,RR,,D,IN,0,0,7.81,8.65,Fr cstr semi-pne tire rep ea
K0072,RR,KU,D,IN,9.38,7.97,8.65,0,Fr cstr semi-pne tire rep ea
K0072,UE,,D,IN,0,0,58.61,64.96,Fr cstr semi-pne tire rep ea
K0072,UE,KU,D,IN,70.28,59.74,64.96,0,Fr cstr semi-pne tire rep ea
K0073,NU,,D,IN,0,0,40.48,48.62,Caster pin lock each
K0073,NU,KU,D,IN,49.61,42.17,49.61,0,Caster pin lock each
K0073,RR,,D,IN,0,0,4.05,4.87,Caster pin lock each
K0073,RR,KU,D,IN,4.97,4.22,4.97,0,Caster pin lock each
K0073,UE,,D,IN,0,0,30.36,36.46,Caster pin lock each
K0073,UE,KU,D,IN,37.19,31.61,37.19,0,Caster pin lock each
K0077,NU,,D,IN,0,0,64.5,77.94,Fr cstr asmb sol tire rep ea
K0077,NU,KU,D,IN,83.88,71.3,83.88,0,Fr cstr asmb sol tire rep ea
K0077,RR,,D,IN,0,0,6.45,7.79,Fr cstr asmb sol tire rep ea
K0077,RR,KU,D,IN,8.35,7.1,8.35,0,Fr cstr asmb sol tire rep ea
K0077,UE,,D,IN,0,0,48.38,58.44,Fr cstr asmb sol tire rep ea
K0077,UE,KU,D,IN,62.89,53.46,62.89,0,Fr cstr asmb sol tire rep ea
K0098,NU,,D,IN,0,0,27.08,32.83,"Drive belt for pwc, repl"
K0098,NU,KE,D,IN,0,0,0,35.26,"Drive belt for pwc, repl"
K0098,NU,KU,D,IN,33.43,28.42,33.43,0,"Drive belt for pwc, repl"
K0098,RR,,D,IN,0,0,2.71,3.29,"Drive belt for pwc, repl"
K0098,RR,KE,D,IN,0,0,0,3.53,"Drive belt for pwc, repl"
K0098,RR,KU,D,IN,3.36,2.86,3.36,0,"Drive belt for pwc, repl"
K0098,UE,,D,IN,0,0,20.31,24.61,"Drive belt for pwc, repl"
K0098,UE,KE,D,IN,0,0,0,26.43,"Drive belt for pwc, repl"
K0098,UE,KU,D,IN,25.04,21.28,25.04,0,"Drive belt for pwc, repl"
K0105,NU,,D,IN,0,0,115.01,137.63,Iv hanger
K0105,NU,KU,D,IN,141.7,120.45,141.7,0,Iv hanger
K0105,RR,,D,IN,0,0,11.5,13.76,Iv hanger
K0105,RR,KU,D,IN,14.17,12.04,14.17,0,Iv hanger
K0105,UE,,D,IN,0,0,86.26,103.23,Iv hanger
K0105,UE,KU,D,IN,106.27,90.33,106.27,0,Iv hanger
K0195,RR,,D,CR,0,0,13.98,20.27,Elevating whlchair leg rests
K0195,RR,KE,D,CR,0,0,0,22.15,Elevating whlchair leg rests
K0195,RR,KU,D,CR,25.89,22.01,25.89,0,Elevating whlchair leg rests
K0455,RR,,D,FS,377.46,320.84,377.46,0,Pump uninterrupted infusion
K0552,,,D,SU,0,0,3.47,3.6,Sup/ext non-ins inf pump syr
K0601,NU,,D,IN,0,0,1.57,1.58,Repl batt silver oxide 1.5 v
K0602,NU,,D,IN,0,0,8.88,8.96,Repl batt silver oxide 3 v
K0603,NU,,D,IN,0,0,0.8,0.8,Repl batt alkaline 1.5 v
K0604,NU,,D,IN,0,0,8.56,8.61,Repl batt lithium 3.6 v
K0605,NU,,D,IN,0,0,20.45,20.63,Repl batt lithium 4.5 v
K0606,RR,KF,D,CR,3588.9,3050.57,3588.9,0,Aed garment w elec analysis
K0607,RR,,D,CR,27.69,23.54,27.69,0,Repl batt for aed
K0607,RR,KF,D,CR,30.74,26.13,30.74,0,Repl batt for aed
K0608,NU,,D,IN,172.74,146.83,172.74,0,Repl garment for aed
K0608,NU,KF,D,IN,191.79,163.02,191.79,0,Repl garment for aed
K0608,RR,,D,IN,17.31,14.71,17.31,0,Repl garment for aed
K0608,RR,KF,D,IN,19.21,16.33,19.21,0,Repl garment for aed
K0608,UE,,D,IN,129.55,110.12,129.55,0,Repl garment for aed
K0608,UE,KF,D,IN,143.84,122.26,143.84,0,Repl garment for aed
K0609,,,D,SU,1148.78,976.46,1148.78,0,Repl electrode for aed
K0609,KF,,D,SU,1275.45,1084.13,1275.45,0,Repl electrode for aed
K0672,,,D,PO,124.41,93.31,105.66,0,Removable soft interface le
K0730,RR,,D,CR,245.69,208.84,245.69,0,Ctrl dose inh drug deliv sys
K0733,NU,,D,IN,0,0,32.49,37.11,12-24hr sealed lead acid
K0733,NU,KE,D,IN,0,0,0,40.03,12-24hr sealed lead acid
K0733,NU,KU,D,IN,37.1,31.54,37.1,0,12-24hr sealed lead acid
K0733,RR,,D,IN,0,0,3.25,3.74,12-24hr sealed lead acid
K0733,RR,KE,D,IN,0,0,0,4.03,12-24hr sealed lead acid
K0733,RR,KU,D,IN,3.75,3.19,3.75,0,12-24hr sealed lead acid
K0733,UE,,D,IN,0,0,24.37,27.85,12-24hr sealed lead acid
K0733,UE,KE,D,IN,0,0,0,30.05,12-24hr sealed lead acid
K0733,UE,KU,D,IN,27.86,23.68,27.86,0,12-24hr sealed lead acid
K0738,RR,,D,OX,0,0,48.2,51.63,Portable gas oxygen system
K0738,RR,QB,D,OX,0,0,48.2,88.58,Portable gas oxygen system
K0738,RR,QF,D,OX,0,0,48.2,88.58,Portable gas oxygen system
K0739,,,J,LT,0,0,32.02,0,Repair/svc dme non-oxygen eq
K0800,NU,,D,IN,0,0,1016.45,1359.25,Pov group 1 std up to 300lbs
K0800,RR,,D,IN,0,0,101.64,135.93,Pov group 1 std up to 300lbs
K0800,UE,,D,IN,0,0,762.34,1019.44,Pov group 1 std up to 300lbs
K0801,NU,,D,IN,0,0,1814.61,2313.8,Pov group 1 hd 301-450 lbs
K0801,RR,,D,IN,0,0,181.46,231.36,Pov group 1 hd 301-450 lbs
K0801,UE,,D,IN,0,0,1360.96,1735.35,Pov group 1 hd 301-450 lbs
K0802,NU,,D,IN,0,0,2414.55,2826.18,Pov group 1 vhd 451-600 lbs
K0802,RR,,D,IN,0,0,241.46,282.61,Pov group 1 vhd 451-600 lbs
K0802,UE,,D,IN,0,0,1810.92,2119.64,Pov group 1 vhd 451-600 lbs
K0806,NU,,D,IN,0,0,1748.83,1834.9,Pov group 2 std up to 300lbs
K0806,RR,,D,IN,0,0,174.88,183.49,Pov group 2 std up to 300lbs
K0806,UE,,D,IN,0,0,1311.63,1376.19,Pov group 2 std up to 300lbs
K0807,NU,,D,IN,0,0,2710.26,2812.57,Pov group 2 hd 301-450 lbs
K0807,RR,,D,IN,0,0,271.02,281.26,Pov group 2 hd 301-450 lbs
K0807,UE,,D,IN,0,0,2032.7,2109.43,Pov group 2 hd 301-450 lbs
K0808,NU,,D,IN,0,0,4189.62,4349.77,Pov group 2 vhd 451-600 lbs
K0808,RR,,D,IN,0,0,418.96,434.98,Pov group 2 vhd 451-600 lbs
K0808,UE,,D,IN,0,0,3142.21,3262.32,Pov group 2 vhd 451-600 lbs
K0813,RR,,D,CR,0,0,316.96,400.1,Pwc gp 1 std port seat/back
K0814,RR,,D,CR,0,0,326.86,468.45,Pwc gp 1 std port cap chair
K0815,RR,,D,CR,0,0,352.83,526.91,Pwc gp 1 std seat/back
K0816,RR,,D,CR,0,0,341.24,498.45,Pwc gp 1 std cap chair
K0820,RR,,D,CR,0,0,326.13,420.09,Pwc gp 2 std port seat/back
K0821,RR,,D,CR,0,0,342.91,493.28,Pwc gp 2 std port cap chair
K0822,RR,,D,CR,0,0,356.95,571.04,Pwc gp 2 std seat/back
K0823,RR,,D,CR,0,0,344.95,559.39,Pwc gp 2 std cap chair
K0824,RR,,D,CR,0,0,548.79,736.95,Pwc gp 2 hd seat/back
K0825,RR,,D,CR,0,0,511.22,677.89,Pwc gp 2 hd cap chair
K0826,RR,,D,CR,0,0,906.27,1069.98,Pwc gp 2 vhd seat/back
K0827,RR,,D,CR,0,0,788.07,921.34,Pwc gp vhd cap chair
K0828,RR,,D,CR,0,0,1069.11,1246.67,Pwc gp 2 xtra hd seat/back
K0829,RR,,D,CR,0,0,1010.21,1168.84,Pwc gp 2 xtra hd cap chair
K0835,RR,,D,CR,0,0,449.35,598.46,Pwc gp2 std sing pow opt s/b
K0836,RR,,D,CR,0,0,466.07,620.67,Pwc gp2 std sing pow opt cap
K0837,RR,,D,CR,0,0,576.34,734.3,Pwc gp 2 hd sing pow opt s/b
K0838,RR,,D,CR,0,0,510.83,654.52,Pwc gp 2 hd sing pow opt cap
K0839,RR,,D,CR,0,0,765.58,960.37,Pwc gp2 vhd sing pow opt s/b
K0840,RR,,D,CR,0,0,1175.41,1462.71,Pwc gp2 xhd sing pow opt s/b
K0841,RR,,D,CR,0,0,506.38,651.05,Pwc gp2 std mult pow opt s/b
K0842,RR,,D,CR,0,0,505.64,650.68,Pwc gp2 std mult pow opt cap
K0843,RR,,D,CR,0,0,600.26,779.14,Pwc gp2 hd mult pow opt s/b
K0848,RR,,D,CR,973.66,827.61,973.66,0,Pwc gp 3 std seat/back
K0849,RR,,D,CR,936.11,795.69,936.11,0,Pwc gp 3 std cap chair
K0850,RR,,D,CR,1129.38,959.97,1129.38,0,Pwc gp 3 hd seat/back
K0851,RR,,D,CR,1085.92,923.03,1085.92,0,Pwc gp 3 hd cap chair
K0852,RR,,D,CR,1304.94,1109.2,1304.94,0,Pwc gp 3 vhd seat/back
K0853,RR,,D,CR,1340.51,1139.43,1340.51,0,Pwc gp 3 vhd cap chair
K0854,RR,,D,CR,1775.89,1509.51,1775.89,0,Pwc gp 3 xhd seat/back
K0855,RR,,D,CR,1677.58,1425.94,1677.58,0,Pwc gp 3 xhd cap chair
K0856,RR,,D,CR,1045.09,888.33,1045.09,0,Pwc gp3 std sing pow opt s/b
K0857,RR,,D,CR,1066.05,906.14,1066.05,0,Pwc gp3 std sing pow opt cap
